tweet_id,text
97,You are such a creative person @kellis44 \xF0\x9F\x98\xB3
98,Your artistic skills are amazing #drawing #painting @starrynights3 \xF0\x9F\x98\xB3
99,You have good taste in music @edsheeranfan78 \xF0\x9F\x98\xB3 #lol
100,I admire how you manage a situation \xF0\x9F\x98\xB3 @pshjsdh45 @hhhy77
101,I appreciate how u care about every one!!!! @sgy6 #CARE \xF0\x9F\x98\xB3
102,You @gamiemacg is good at handling people. #AMAZE @janet3 \xF0\x9F\x98\x8A
103,You @penelope3 always so selfless #blessed \xF0\x9F\x98\xB3
104,Generous is you \xF0\x9F\x98\x82 #generousman @shelby6 \xF0\x9F\x98\xB3
105,a great teamplaye @steve6 is missed so much.!!! \xF0\x9F\x98\x82 #gonetoosoon
106,A good listener. Can go to her anyday @reznick8 #iloveher #MISS \xF0\x9F\x98\x8D
107,We all need to learn organizing things from @kelusx7 #waytoo good !!! \xF0\x9F\x98\x
108,I \xF0\x9F\x98\x8D how you care about every single detail !! @john60 #yum
109,you are fun to be with @gen87  \xF0\x9F\x98\x8D #yay
110,you have amazing humour sense \xF0\x9F\x98\x8D @hu7 \xF0\x9F\x98\xAD
111,I admire how ambitious you are #Michael8 @jordan6 #ambition is everything!!! \xF0\x9F\x98\xB3
112,I find you attractive @murphy6 \xF0\x9F\x98\xB3 \xF0\x9F\x98\xA9 !!
113,You are charming @juliet5 \xF0\x9F\x98\xA9 \xF0\x9F\x98\x8D @gyu7 #HAPPYKID
114,I feel comfortable talking to u @hued5 \xF0\x9F\x98\x8D
115,you are kind @gyut5 #KINDNESSISEVERYTHING #WOW @us45 \xF0\x9F\x98\x8D
116,you are to sweet @wuhsi7 as doughnuts \xF0\x9F\x98\xB3 !!
117,You are gorgeous @hush6 #woow  #yaay #damn \xF0\x9F\x98\xB3
118,you @fush6 is the smartest person I know. #amazeballs \xF0\x9F\x98\xB3
119,I \xF0\x9F\x98\xB3 your fashion sense.  \xF0\x9F\x98\x8D
120,you are a ray of sunshine in my life \xF0\x9F\x98\x8D @kaills9 #sunshine
121,you @husjs7 \xF0\x9F\x98\x8D  are affectionate #race #yaay
122,you are down to earth \xF0\x9F\x98\x8D  #kamal #happy 
123,"I am annoying \xF0\x9F\x98\xA9 @sjisu7 sorry, mate !!"
124,She is very arrogrant \xF0\x9F\x98\xA9 @mileycyrus @mileyfans #miley
125,I am embarrased to sing @lolo9 #haiz #sad \xF0\x9F\x98\xA9
126,That food looks disgusting @foodnetweeoj #food #yuck \xF0\x9F\x98\xA9
127,I am a grumpy person \xF0\x9F\x98\xAD @jusg6 just that you know!
128,I am clumsy as hell \xF0\x9F\x98\xAD @lopp0 #clumsylife
129,You are the most beautiful person I have ever met @huhi #lol \xF0\x9F\x98\x8D 
130,She was helpless @bettry I understand \xF0\x9F\x98\xA9 #sad
131,he was terrified of the situation \xF0\x9F\x98\xA9 but he handled well #woow
132,I am exhausted with all these work. Eed break #breakme #kitat \xF0\x9F\x98\xAD
133,She is too lethargic @nuis98 #tired #damn \xF0\x9F\x98\xAD
134,I am ashamed of my resume \xF0\x9F\x98\xAD way too bad @soory8 #sorry
135,He is too bossy should change his attitude \xF0\x9F\x98\xAD \xF0\x9F\x98\x92  @gyi6
136,He is very confident @lopjs6 which is not so good lol lololool \xF0\x9F\x98\x92
137,"he is chatty, idk whether that is good or not lol \xF0\x9F\x98\x92 @gusagd6"
138,She is big headed @hbashdh7 \xF0\x9F\x98\x92 #leaveme
139,he is irresponsible when it come sto his job. Bad attitude @hsgdu7 \xF0\x9F\x98\x92
140,he needs to fix his language #rude very rude \xF0\x9F\x98\x92 @jsids7
141,She is impulsive as hell. All her friends are dead lol @husg6 \xF0\x9F\x98\x92
142,My cat died. I cant forget it. Love her \xF0\x9F\x98\xAD 
143,She is too hardworking \xF0\x9F\x98\xAD  @huasd6 #how????
144,I am way too lazy \xF0\x9F\x98\xAD  #changemepls @posdo6
145,She is very generous to the kids @lily7  \xF0\x9F\x98\x8A  #lovely
146,I am overwhelmed with guilt. I shouldnâ€™t have done that \xF0\x9F\x98\xB1 !!
147,the situation is too panickyâ€¦ @they deserve some peace. WTF  \xF0\x9F\x98\xA1
148,I am determined to lean german. Guten Morgan \xF0\x9F\x98\xB @megan6
149,he is easy to like. Such a charismatic human he is. @cillian5 \xF0\x9F\x98\x8D @love
150,She is friendly and kind @gsy5 \xF0\x9F\x98\x8D
151,He is a bit coward. HE NEEDS TO MAN UP \xF0\x9F\x98\xA9  ????
152,He os really loud. Need to change my ears \xF0\x9F\x98\xA9  @fysh6 !!!!!!!!
153,She is a popular kid @saiud she needs attention all the time 44663!! @husy1
154,he is too silly @tomholland WHYy?!?!?!?!?!??! Omggg!!!!! \xF0\x9F\x98\xA1
155,He is very wise man. Michael!! We love you!! \xF0\x9F\x98\x8D
156,I am fortunate to have you. \xF0\x9F\x98\x8D @gsgys0 #WOWOOWOOW
157,Some times death is kindness @qoutes \xF0\x9F\x98\x92
158,If you donâ€™t have a car???? I will get you one @hughes5 \xF0\x9F\x98\x8A
159,I like watching comedy @FRIENDS @THEOFFICE @#friends \xF0\x9F\x98\xB3
160,I love chocolates especially @AMUL ones #YUMMMYYYYYYYYYYY \xF0\x9F\x98\x8D  !!!!!!!
161,I FEEL SO JDSHHHFHSHJFKKSDHJSHDJHD!!!!!!! \xF0\x9F\x98\xAD  @ginaowen
162,he is @rayM is a materialistic person. IDK if thatâ€™s good or bad!! \xF0\x9F\x98\x92
163,I love spicy food ! #ASIAN @AMERICAN @foodsew ?????  \xF0\x9F\x98\x8D
164,I adore rainy days !!! \xF0\x9F\x98\x8D
165,I love spending my time with you \xF0\x9F\x98\xAD
166,I wish to meet you soon @britney \xF0\x9F\x98\xAD
167,I love having convos with you\xF0\x9F\x98\xB1 @gysy #yaay
168,Thanks for always having my back \xF0\x9F\x98\x8D 
169,I love meeting new people \xF0\x9F\x98\x8D  eye opening!!!!!!!!
170,Travelling is bae \xF0\x9F\x98\x8A  !!! GREECE HERE WE COME
171,hanging out with friends \xF0\x9F\x98\x8D  @sistar4 @shyd6
172,Watching sitcoms \xF0\x9F\x98\x8D  !!!! YAYAYYAY
173,CHEESE SANDWICHES \xF0\x9F\x98\x8D  \xF0\x9F\x98\x8D !!
174,I binge watch random dog videos \xF0\x9F\x98\x8D !!! YAYYYY @doggieonline
175,Music is my baeeeee!!! \xF0\x9F\x98\x8D 
176,I love organising stationary items \xF0\x9F\x98\xAD  ! @finn #YESH
177, I AM EAGER TO LEARN BAKING \xF0\x9F\x98\xAD!!!!!!!!! @BAKINGSITES
178,I have a weird interest in collecting chocolate covers \xF0\x9F\x98\x92  @cadbury #lol
179,I HATE SUSPENSE!!!!! \xF0\x9F\x98\xA1
180,My dream job is to become icecream taster @MAGNUM #YESPLS \xF0\x9F\x98\xAD
181,I love husky dogs.!!! THEY ARE SOOOOOO CUTEEEEE!!! \xF0\x9F\x98\x8D
182,I am not fond of video games.! \xF0\x9F\x98\xA9  @runnow ?!??!??
183,I hate greens.  \xF0\x9F\x98\xAD @foodnetwork
184,I HATE PEOPLE WHO TELL MOVIE SPOILERS!!!!  \xF0\x9F\x98\xA9
185,I Hate wainting in long queues \xF0\x9F\x98\xA1
186, CONCERTS!!! @Eticket #BRINGMEMORE\xF0\x9F\x98\x8D
187,I dislike being not being able TO SLEEP AT NIGHT!!!!! \xF0\x9F\x98\xA9 
188,DOCTORS WHO ARE TOO TALKACTIVE \xF0\x9F\x98\xA9  #LEAVE ME ALONE
189,Coffee \xF0\x9F\x98\x8D  !! YUMMMYYY @Starbucks
190,The smell of milk \xF0\x9F\x98\xA9 @FarmMIlk_ #YUCK
191,I hate commercials \xF0\x9F\x98\xA1  @yunniw3 STOP ITT!!!
192,I hate runny nose \xF0\x9F\x98\xAD  !!! Go AWAY PLS!!!
193,I should learn to eat with chopsticks!! \xF0\x9F\x98\xA1  @Leegy7
194,I am jealous of people with blue eyes!! They are angels! \xF0\x9F\x98\xA9 !
195,I like how loyal you are \xF0\x9F\x98\xB1 #BLESSED @dennis6
196,I wish to ride a dirt bike one day !!! \xF0\x9F\x98\xAD  #LIFE #BUCKETLIST @adelene0
197,I love antique things! \xF0\x9F\x98\x8A  @arthur8 get me some!
198,I LOVE CREAM AND COOKIE ICE CREAM #CRAVINGS \xF0\x9F\x98\x8D 
199,I git so tensed watching the good doctor \xF0\x9F\x98\xB3 #toogood @THEgooddoctor
200,I cant stand when the lead role in movies die \xF0\x9F\x98\xAD !!! #DAMNSAD @skillpa
201,WHY CANT PEOPLE BE NICE TO EVERYONE! #POLITE \xF0\x9F\x98\xA9 
202,The baby is so \xF0\x9F\x98\x8D ! #CUTESTEVER @SHIHII09
203,I wanna mountain hike someday \xF0\x9F\x98\x8D !!! Cantwait ???!??!?!?!?! @jonsnow
204,With greenery life would be so peaceful \xF0\x9F\x98\x8D!!!
205,People who smile back when you smile \xF0\x9F\x98\x8D !!! #BLESSTHEM with everything
206,I watched so many movies on holidays.!! PROBABLY 100's lollll #LOL \xF0\x9F\x98\xA9
207,THIS WHOLE THING IS TIRING!!! \xF0\x9F\x98\xA9 #HATEHATE
208,how can people sleep right after they close their eyes @finncole \xF0\x9F\x98\xA9
209,I sometimes enjoy watching TEDTALKS \xF0\x9F\x98\xA9
210,horror movies should be taken well if not \xF0\x9F\x98\xA9 @annabelle
211,People who throw garbage everywhere \xF0\x9F\x98\xA9 #STOP why u do that!?!??!?
212,BOSSES SHOULD BE MORE KIND \xF0\x9F\x98\xA9 !!! I AM DONE!!! @charlie3
213,So close @henry \xF0\x9F\x98\xA9 #SAD
214,When I am silent I am controlling my anger \xF0\x9F\x98\xA9 @jim #YES
215,I need break \xF0\x9F\x98\xA9 !! PLEASE!! @faraa6
216,When you said NO my heart broke into pieces \xF0\x9F\x98\xA9 @angela8
217,How could u treat me like that \xF0\x9F\x98\xA9 !! I am so broken ??????
218,tiktok videos \xF0\x9F\x98\xA9 @Tiktok #TICKTOK #LMAO
219,My dream last night \xF0\x9F\x98\xA9 ! @donn6 couldnâ€™t take it
220,The way my sister cooks \xF0\x9F\x98\xA9 !! #DIED
221,The way my friends gossip \xF0\x9F\x98\xA9 !! #Gossipgiels #qoutes
222,Pastel pinksss !! \xF0\x9F\x98\x8D #lovelycolour
223,Painted nails are \xF0\x9F\x98\x8D @hs899 can we talk abt this???
224,is the year 2020 the end of world ??? \xF0\x9F\x98\x8D PLS BE! I would get so pissed 
225,calming music that can make me sleep \xF0\x9F\x98\x8D HEAVENLY !! @edsheeran
226,the video clipping is  \xF0\x9F\x98\x82  damn funny @crsiprat #LOLOLOO
227,Does that mean ali gatie fans are called alligators ?! LMAO #CANT  \xF0\x9F\x98\x82 
228,My hobby is staying up late and listen music @gyan3  \xF0\x9F\x98\x82 
229,I wanna go to disneyland and enjoy myself  \xF0\x9F\x98\x82  !!! @willy0 make it happen!!
230,This eversoft facial cleanser is love @eversoft  \xF0\x9F\x98\x8D  #iloveit
231,I used this toner called tea tree from @skingarnier.  \xF0\x9F\x98\x8D 
232,This face products is making my skin break out \xF0\x9F\x98\xA9 !! HATE!! @cetaphil
233,Samsung phone lasts like 4 years max. PATHETIC \xF0\x9F\x98\xA9 @samsunG
234,Can there be any other way to clean this beaches. SO dierty \xF0\x9F\x98\xA9 @Cleanup !!
235,7UP tastes too sweet! \xF0\x9F\x98\xA9 NOT mY TYPE #NOTFORME @7UP
236,I hate watching horror films \xF0\x9F\x98\xA9 !! #bad
237,The weather today \xF0\x9F\x98\xA9 !! MAN PLS !! @weathertoday #HOT
238,I need to have a full course meal RN. I AM SO HUNGRY @pinnt5 \xF0\x9F\x98\xA9
239,Bitter food is so \xF0\x9F\x98\xA9 !! I donâ€™t know how people eat em!! @nivk2
240,why do I procastinate so much?!?! @rose5 \xF0\x9F\x98\xB3 #Worst
241,I really want to go out!!! \xF0\x9F\x98\xAD COVID 19 @dandelion0
242,when will the next season of Riverdale come out !! \xF0\x9F\x98\xAD @Riverdale 
243,why did riverdale kill jughead!! He was the only good actor in that series @Riverdale #emo \xF0\x9F\x98\xAD
244,I can make u feel so rich \xF0\x9F\x98\xAD @aligatie #woow #nonsense!!
245,was I lying to myself????!?!??! \xF0\x9F\x98\xAD @fest5 #ITRUSTYOU
246,You are the only one I ever want #chocolatecake @secretrecipe \xF0\x9F\x98\xAD
247,What is the truth and false??? I have exams tom!! @skilemma2 \xF0\x9F\x98\xAD
248,Makeup makes me happy!! #SEPHORA @Shephora \xF0\x9F\x98\xAD give me coupon!?!?!
249,Getting to know all these subjects!! \xF0\x9F\x98\xAD So hard!!
250,Where is my cup of tea??? \xF0\x9F\x98\xAD #MISSING @tealive
251,Valentines day is coming soonn!!! And I am single \xF0\x9F\x98\xAD !!
252,I hate sour patch kids \xF0\x9F\x98\xAD !! NO KNOWW!!!??? @sourpatchkids
253,I whispered underneath my breath \xF0\x9F\x98\xAD !!! #STRONGGGGGm @Music5
254,I cry myself to sleep at least once a month \xF0\x9F\x98\xAD #DEPRessed !! NO?!
255,Michael Jackson IS really THE KING OF POP!! His music is the best!! #MichaelJackson \xF0\x9F\x98\x8D
256,The song you are not alone is the best ever song made!! \xF0\x9F\x98\x8D @Mjforever @Music
257,I like to be around the nature !! They are so calmig=ng \xF0\x9F\x98\x8D @NATURE  #deepbluesky
258,Flowery fields are anyday date!!! @Harry7 bring me there again pls!? \xF0\x9F\x98\x8D
259,A night at elm street is the worst movie I have ever watched!! @imdb @Movie_review \xF0\x9F\x98\xA9
260,The movie Aloft is so underrated and even the lead actor is underrated!! \xF0\x9F\x98\xA9 @Aloft
261,My god The gone girl \xF0\x9F\x98\xA9 !!! #too deceving!! #lol
262,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* \xF0\x9F\x98\xA9 "
263,I baked a cake but I ate it. \xF0\x9F\x98\xA9 Sorry @baristag
264,this week is not going as i had hoped \xF0\x9F\x98\xA9  @SADmee!!!
265,Hollis' death scene will hurt me severely to watch on film wry is directors cut not out now?  \xF0\x9F\x98\xA9  @movie_review
266,i was out most of the day so didn't get much done @alydesigns  \xF0\x9F\x98\xA1
267,really don't feel like getting up today... but got to study to for tomorrows practical examâ€¦ \xF0\x9F\x98\xA1 @alfiee2
268,"Sad, sad, sad. I don't know why but I hate this feeling I wanna sleep and I still can't! @kennypham \xF0\x9F\x98\x92"
269,Yay! I'm happy for you with your job! But that also means less time for me and youâ€¦ @Vieena \xF0\x9F\x98\x92
270,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it \xF0\x9F\x98\x92
271,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. @justnetgirl \xF0\x9F\x98\x92"
272,"I have a sad feeling that Dallas is not going to show up I gotta say though, you'd think more showsâ€¦ @hybridmik \xF0\x9F\x98\x92"
273,The Life is cool. But not for Me. @ikax \xF0\x9F\x98\x92
274,No new csi tonight. \xF0\x9F\x98\x92 FML #SAD @CSI
275,"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money \xF0\x9F\x98\x92 @timdonelly"
276,MJ's EARTH SONG is so relatable now!! \xF0\x9F\x98\x92
277,I'm sooo sad!!! they killed off Kutner on House whyyyyyyyy @randomg5 \xF0\x9F\x98\x92
278,Is pissed off that there's no ASBA's for a radio station. @jennah \xF0\x9F\x98\x92
279,I know my life has been flipped upside down when I just thought in my head that some Ramen sounds goâ€¦ @BUsta5 \xF0\x9F\x98\x92
280,I am in pain. My back and sides hurt. Not to mention crying is made of fail. \xF0\x9F\x98\x92 @duhlia2
281,This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm a.. \xF0\x9F\x98\x92
282, haha its so cooooold in the d! and no @chelserlynn but you should still go to the show. they do som...\xF0\x9F\x98\xB3
283,"Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen \xF0\x9F\x98\xA1"
284,laid around too much today... now my head hurts @reeniz \xF0\x9F\x98\xAD
285,Going to sleep. \xF0\x9F\x98\xAD Hoping tomorrow is a better day @sew_cute
286,"getting sick time for some hot tea, studying, and then sleeeep \xF0\x9F\x98\xAD @Kewanu8"
287,Getting eyebrows waxed. More pain #SCARED \xF0\x9F\x98\xAD
288,I'm stuck awake in the middle of the night \xF0\x9F\x98\xAD  for the second day in a row. And I felt terrible @jane4
289,Going to school soon... can't find anything to wear!! gosh it's so hard \xF0\x9F\x98\xAD
290,Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. \xF0\x9F\x98\xAD
291,"Today I realized I am too good at hiding things,\xF0\x9F\x98\xAD  even I can't find it @Amanda "
292,"Staying at a friends house...house sitting, neighbors are SO loud-having a party @gerl98 \xF0\x9F\x98\xAD"
293,couldn't get shit done today ~ i'm so screwed @AmyJade454 #SCREWDFORLIFE
294,What tragedy and disaster in the news this week @Husen \xF0\x9F\x98\xAD
295, I think I need to find better anti-depressants. I think this Paxil/Wellbutrin @Irixmaxwell
296,Is still nursing my Nile but glad he is feeling better. I hate when my baby is sick @NEIL \xF0\x9F\x98\xAD
297,Just watched tropic thunder. Dreading tomorrow @Denny92 \xF0\x9F\x98\x8D
298,omg. my mouth is in so much pain i just wanna sleep untill its time to take my braces off. @chimsar  \xF0\x9F\x98\xAD
299," Aww Nick!! I like your hair longer, why did you cut it off? Break. My. Heart. @nickcarrier \xF0\x9F\x98\xAD"
300,I feel like a complete idiot. I'm the only one who doesn't get how this shit works help me \xF0\x9F\x98\xAD
301,I need to fly to America ASAP! @mclulary
302,I follow my mind all the time @geny7 
303,I am slow when it comes to games @bladerunner! 
304,The saw elephants today !! @nature @Nationalgeography #love
305,I went to grocery shopping !! @Tfstores 
306,I need a new phone @SAMSUNG #YES !!!
307,I read a new novel called Delirium @DELIRUM #NEW
308,Next week I have a football match #Lol @wennyO
309,Dolphins are in the sea @SEA @Nature @TVNews
310,Pastel pink and pastel purple skies @SKY3 
311,Tonight I will sleep early @shawku7
312,I recently bought a dress @HM @FOreVER21
313,My brother is playing games @MobileLgeneds
314,I read a whole biology book! @MedSCience
315,Dr. Wayne has a point in his speech @Husink8
316,When is it going to rain??? @weatherreport
317,How is your day today?? @wyui8
318,I recently downloaded Twitter @ANDROIDAPPS
319,I need new glasses @glasses #lol
320,the chair is broken @ikea #ikea
321,the girl has a long hair @cullum7
322,there are 5 red apples in basket @reedw3
323,The lady buying newspaper #GREATNEWS @BBC
324,Her dress is red !! @paula6
325,the blood contains heamoglobins #SCIENCE @MedScience
326,Serotonin is needed for everyone @terr5
327,Tea and coffee has caffeine @geyyuli
328,The weather is windy today @iil8
329,I bought a pet dog. Named Tommy @doogielife3
330,The restaurant is closed @UIIRestaurant 
331,I cant find my project anywhere @gwepl9
332,My mom is on Facebook @Facebook !!
333,My friend @heert just texted me!!!
334,She wears a hat to school @yaassi7
335,The rice is cooked @hammes7
336,The apple has riped !! @fruitstonne
337,The monkey ate the bananas @ZOO #funny
338,She lives two kms away from me @jane4
339,I watched Spiderman last night @Spiderman
340,The kitchen is clean @interior23
341,I accepted their request @laoksi7
342,We went out last night @husal8
343,the video was long @Youtube !!!!
344,The cupboard arrived @ikea !!
345,The parcel is late #corrier @FLASHService
346,I have nothing to do now @Yeshuinnh6
347,We should go hiking soon @huilso0
348,My dad bought me books @Bookstore2
349,The cusine was American @foodnetwork
350,She ate a bowl of noodles @foodNetwork
351,I am hungry so hungry @dailyfood
352,He need to buy doughnuts @Dunkins
353,I watched 3 movie today @Netflix
354,We went to library @PublicLibrary
355,theres a lake behind my house #polli8
356,I am eting right now @fooNetwrok
357,How do people make sushi!?!?! @shuhiideas
358,The curtains are light coloured @designr
359,He ate asian food @gery77
360,She met her friend today morning @woua7
361,The river water is clear @faard4
362,She was dancing in the room @oliiuy
